"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","UNEMP","WOMEN","PC_LF","Q","2016-Q1",5.536805,
"EST","UNEMP","WOMEN","PC_LF","Q","2016-Q2",5.322042,
"EST","UNEMP","WOMEN","PC_LF","Q","2016-Q3",7.386508,
"EST","UNEMP","WOMEN","PC_LF","Q","2016-Q4",6.020396,
"EST","UNEMP","WOMEN","PC_LF","Q","2017-Q1",5.249919,
"EST","UNEMP","WOMEN","PC_LF","Q","2017-Q2",6.25855,
"EST","UNEMP","WOMEN","PC_LF","Q","2017-Q3",4.454033,
"EST","UNEMP","WOMEN","PC_LF","Q","2017-Q4",5.232266,
"EST","UNEMP","WOMEN","PC_LF","Q","2018-Q1",6.070437,
"EST","UNEMP","WOMEN","PC_LF","Q","2018-Q2",4.919652,
"EST","UNEMP","WOMEN","PC_LF","Q","2018-Q3",5.33481,
"EST","UNEMP","WOMEN","PC_LF","Q","2018-Q4",4.9735,
"EST","UNEMP","WOMEN","PC_LF","Q","2019-Q1",4.78007,
"EST","UNEMP","WOMEN","PC_LF","Q","2019-Q2",5.550949,
"EST","UNEMP","WOMEN","PC_LF","Q","2019-Q3",4.541907,
"ISR","UNEMP","MEN","PC_LF","Q","1995-Q1",5.363214,
"ISR","UNEMP","MEN","PC_LF","Q","1995-Q2",5.304051,
"ISR","UNEMP","MEN","PC_LF","Q","1995-Q3",5.604135,
"ISR","UNEMP","MEN","PC_LF","Q","1995-Q4",5.925127,
"ISR","UNEMP","MEN","PC_LF","Q","1996-Q1",5.654751,
"ISR","UNEMP","MEN","PC_LF","Q","1996-Q2",5.579729,
"ISR","UNEMP","MEN","PC_LF","Q","1996-Q3",5.805951,
"ISR","UNEMP","MEN","PC_LF","Q","1996-Q4",6.14819,
"ISR","UNEMP","MEN","PC_LF","Q","1997-Q1",6.325966,
"ISR","UNEMP","MEN","PC_LF","Q","1997-Q2",6.685629,
"ISR","UNEMP","MEN","PC_LF","Q","1997-Q3",7.043815,
"ISR","UNEMP","MEN","PC_LF","Q","1997-Q4",8.330729,
"ISR","UNEMP","MEN","PC_LF","Q","1998-Q1",8.330729,
"ISR","UNEMP","MEN","PC_LF","Q","1998-Q2",8.47445,
"ISR","UNEMP","MEN","PC_LF","Q","1998-Q3",7.776431,
"ISR","UNEMP","MEN","PC_LF","Q","1998-Q4",7.570291,
"ISR","UNEMP","MEN","PC_LF","Q","1999-Q1",8.469397,
"ISR","UNEMP","MEN","PC_LF","Q","1999-Q2",8.264876,
"ISR","UNEMP","MEN","PC_LF","Q","1999-Q3",8.556073,
"ISR","UNEMP","MEN","PC_LF","Q","1999-Q4",8.152478,
"ISR","UNEMP","MEN","PC_LF","Q","2000-Q1",8.122747,
"ISR","UNEMP","MEN","PC_LF","Q","2000-Q2",8.492408,
"ISR","UNEMP","MEN","PC_LF","Q","2000-Q3",8.498885,
"ISR","UNEMP","MEN","PC_LF","Q","2000-Q4",8.279554,
"ISR","UNEMP","MEN","PC_LF","Q","2001-Q1",7.83763,
"ISR","UNEMP","MEN","PC_LF","Q","2001-Q2",8.310458,
"ISR","UNEMP","MEN","PC_LF","Q","2001-Q3",9.228039,
"ISR","UNEMP","MEN","PC_LF","Q","2001-Q4",9.934157,
"ISR","UNEMP","MEN","PC_LF","Q","2002-Q1",10.32447,
"ISR","UNEMP","MEN","PC_LF","Q","2002-Q2",10.16755,
"ISR","UNEMP","MEN","PC_LF","Q","2002-Q3",9.783934,
"ISR","UNEMP","MEN","PC_LF","Q","2002-Q4",10.0131,
"ISR","UNEMP","MEN","PC_LF","Q","2003-Q1",10.52796,
"ISR","UNEMP","MEN","PC_LF","Q","2003-Q2",9.819915,
"ISR","UNEMP","MEN","PC_LF","Q","2003-Q3",10.20676,
"ISR","UNEMP","MEN","PC_LF","Q","2003-Q4",10.09495,
"ISR","UNEMP","MEN","PC_LF","Q","2004-Q1",9.814083,
"ISR","UNEMP","MEN","PC_LF","Q","2004-Q2",9.688257,
"ISR","UNEMP","MEN","PC_LF","Q","2004-Q3",9.358307,
"ISR","UNEMP","MEN","PC_LF","Q","2004-Q4",9.087772,
"ISR","UNEMP","MEN","PC_LF","Q","2005-Q1",8.820454,
"ISR","UNEMP","MEN","PC_LF","Q","2005-Q2",8.290513,
"ISR","UNEMP","MEN","PC_LF","Q","2005-Q3",8.516602,
"ISR","UNEMP","MEN","PC_LF","Q","2005-Q4",8.474151,
"ISR","UNEMP","MEN","PC_LF","Q","2006-Q1",8.240351,
"ISR","UNEMP","MEN","PC_LF","Q","2006-Q2",8.098902,
"ISR","UNEMP","MEN","PC_LF","Q","2006-Q3",7.907948,
"ISR","UNEMP","MEN","PC_LF","Q","2006-Q4",7.123511,
"ISR","UNEMP","MEN","PC_LF","Q","2007-Q1",7.065864,
"ISR","UNEMP","MEN","PC_LF","Q","2007-Q2",6.931204,
"ISR","UNEMP","MEN","PC_LF","Q","2007-Q3",6.761528,
"ISR","UNEMP","MEN","PC_LF","Q","2007-Q4",6.283946,
"ISR","UNEMP","MEN","PC_LF","Q","2008-Q1",5.7841,
"ISR","UNEMP","MEN","PC_LF","Q","2008-Q2",5.663865,
"ISR","UNEMP","MEN","PC_LF","Q","2008-Q3",5.544895,
"ISR","UNEMP","MEN","PC_LF","Q","2008-Q4",6.126517,
"ISR","UNEMP","MEN","PC_LF","Q","2009-Q1",7.100543,
"ISR","UNEMP","MEN","PC_LF","Q","2009-Q2",7.842735,
"ISR","UNEMP","MEN","PC_LF","Q","2009-Q3",7.751912,
"ISR","UNEMP","MEN","PC_LF","Q","2009-Q4",7.498523,
"ISR","UNEMP","MEN","PC_LF","Q","2010-Q1",7.079215,
"ISR","UNEMP","MEN","PC_LF","Q","2010-Q2",6.70701,
"ISR","UNEMP","MEN","PC_LF","Q","2010-Q3",6.767535,
"ISR","UNEMP","MEN","PC_LF","Q","2010-Q4",6.598329,
"ISR","UNEMP","MEN","PC_LF","Q","2011-Q1",6.210115,
"ISR","UNEMP","MEN","PC_LF","Q","2011-Q2",5.531383,
"ISR","UNEMP","MEN","PC_LF","Q","2011-Q3",5.4,
"ISR","UNEMP","MEN","PC_LF","Q","2011-Q4",5.2,"B"
"ISR","UNEMP","MEN","PC_LF","Q","2012-Q1",6.607786,
"ISR","UNEMP","MEN","PC_LF","Q","2012-Q2",6.769945,
"ISR","UNEMP","MEN","PC_LF","Q","2012-Q3",6.777913,
"ISR","UNEMP","MEN","PC_LF","Q","2012-Q4",7.015756,
"ISR","UNEMP","MEN","PC_LF","Q","2013-Q1",6.624513,
"ISR","UNEMP","MEN","PC_LF","Q","2013-Q2",6.730395,
"ISR","UNEMP","MEN","PC_LF","Q","2013-Q3",5.904431,
"ISR","UNEMP","MEN","PC_LF","Q","2013-Q4",5.657696,
"ISR","UNEMP","MEN","PC_LF","Q","2014-Q1",5.849213,
"ISR","UNEMP","MEN","PC_LF","Q","2014-Q2",5.978134,
"ISR","UNEMP","MEN","PC_LF","Q","2014-Q3",6.13576,
"ISR","UNEMP","MEN","PC_LF","Q","2014-Q4",5.561509,
"ISR","UNEMP","MEN","PC_LF","Q","2015-Q1",5.387544,
"ISR","UNEMP","MEN","PC_LF","Q","2015-Q2",5.133386,
"ISR","UNEMP","MEN","PC_LF","Q","2015-Q3",5.134699,
"ISR","UNEMP","MEN","PC_LF","Q","2015-Q4",4.950511,
"ISR","UNEMP","MEN","PC_LF","Q","2016-Q1",4.982996,
"ISR","UNEMP","MEN","PC_LF","Q","2016-Q2",4.650962,
"ISR","UNEMP","MEN","PC_LF","Q","2016-Q3",4.618986,
"ISR","UNEMP","MEN","PC_LF","Q","2016-Q4",4.328933,
"ISR","UNEMP","MEN","PC_LF","Q","2017-Q1",4.253899,
"ISR","UNEMP","MEN","PC_LF","Q","2017-Q2",4.368402,
"ISR","UNEMP","MEN","PC_LF","Q","2017-Q3",3.988869,
"ISR","UNEMP","MEN","PC_LF","Q","2017-Q4",4.009512,
"ISR","UNEMP","MEN","PC_LF","Q","2018-Q1",3.785975,
"ISR","UNEMP","MEN","PC_LF","Q","2018-Q2",4.06221,
"ISR","UNEMP","MEN","PC_LF","Q","2018-Q3",4.161716,
"ISR","UNEMP","MEN","PC_LF","Q","2018-Q4",4.128843,
"ISR","UNEMP","MEN","PC_LF","Q","2019-Q1",3.854614,
"ISR","UNEMP","MEN","PC_LF","Q","2019-Q2",3.727185,
"ISR","UNEMP","MEN","PC_LF","Q","2019-Q3",3.417372,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q1",7.228455,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q2",6.569006,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q3",6.703467,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q4",6.825059,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q1",6.495702,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q2",6.313071,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q3",6.654221,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q4",7.070201,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q1",7.222445,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q2",7.664562,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q3",7.954044,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q4",8.72161,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q1",8.72161,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q2",9.085989,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q3",8.202369,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q4",8.051729,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q1",8.646311,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q2",8.978733,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q3",8.850125,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q4",8.731811,
"ISR","UNEMP","TOT","PC_LF","Q","2000-Q1",8.583014,
"ISR","UNEMP","TOT","PC_LF","Q","2000-Q2",8.730902,
"ISR","UNEMP","TOT","PC_LF","Q","2000-Q3",8.886909,
"ISR","UNEMP","TOT","PC_LF","Q","2000-Q4",8.840213,
"ISR","UNEMP","TOT","PC_LF","Q","2001-Q1",8.610055,
"ISR","UNEMP","TOT","PC_LF","Q","2001-Q2",8.88157,
"ISR","UNEMP","TOT","PC_LF","Q","2001-Q3",9.51546,
"ISR","UNEMP","TOT","PC_LF","Q","2001-Q4",10.1992,
"ISR","UNEMP","TOT","PC_LF","Q","2002-Q1",10.36528,
"ISR","UNEMP","TOT","PC_LF","Q","2002-Q2",10.33716,
"ISR","UNEMP","TOT","PC_LF","Q","2002-Q3",10.27996,
"ISR","UNEMP","TOT","PC_LF","Q","2002-Q4",10.14563,
"ISR","UNEMP","TOT","PC_LF","Q","2003-Q1",10.65303,
"ISR","UNEMP","TOT","PC_LF","Q","2003-Q2",10.32521,
"ISR","UNEMP","TOT","PC_LF","Q","2003-Q3",10.82036,
"ISR","UNEMP","TOT","PC_LF","Q","2003-Q4",10.8832,
"ISR","UNEMP","TOT","PC_LF","Q","2004-Q1",10.9159,
"ISR","UNEMP","TOT","PC_LF","Q","2004-Q2",10.44074,
"ISR","UNEMP","TOT","PC_LF","Q","2004-Q3",10.12025,
"ISR","UNEMP","TOT","PC_LF","Q","2004-Q4",9.746686,
"ISR","UNEMP","TOT","PC_LF","Q","2005-Q1",9.399911,
"ISR","UNEMP","TOT","PC_LF","Q","2005-Q2",9.02829,
"ISR","UNEMP","TOT","PC_LF","Q","2005-Q3",8.807969,
"ISR","UNEMP","TOT","PC_LF","Q","2005-Q4",8.952209,
"ISR","UNEMP","TOT","PC_LF","Q","2006-Q1",8.693213,
"ISR","UNEMP","TOT","PC_LF","Q","2006-Q2",8.640979,
"ISR","UNEMP","TOT","PC_LF","Q","2006-Q3",8.334103,
"ISR","UNEMP","TOT","PC_LF","Q","2006-Q4",7.822766,
"ISR","UNEMP","TOT","PC_LF","Q","2007-Q1",7.663089,
"ISR","UNEMP","TOT","PC_LF","Q","2007-Q2",7.552183,
"ISR","UNEMP","TOT","PC_LF","Q","2007-Q3",7.181745,
"ISR","UNEMP","TOT","PC_LF","Q","2007-Q4",6.713046,
"ISR","UNEMP","TOT","PC_LF","Q","2008-Q1",6.197748,
"ISR","UNEMP","TOT","PC_LF","Q","2008-Q2",5.995101,
"ISR","UNEMP","TOT","PC_LF","Q","2008-Q3",5.965548,
"ISR","UNEMP","TOT","PC_LF","Q","2008-Q4",6.399819,
"ISR","UNEMP","TOT","PC_LF","Q","2009-Q1",7.469288,
"ISR","UNEMP","TOT","PC_LF","Q","2009-Q2",7.922165,
"ISR","UNEMP","TOT","PC_LF","Q","2009-Q3",7.67085,
"ISR","UNEMP","TOT","PC_LF","Q","2009-Q4",7.204072,
"ISR","UNEMP","TOT","PC_LF","Q","2010-Q1",6.863624,
"ISR","UNEMP","TOT","PC_LF","Q","2010-Q2",6.548932,
"ISR","UNEMP","TOT","PC_LF","Q","2010-Q3",6.644068,
"ISR","UNEMP","TOT","PC_LF","Q","2010-Q4",6.461596,
"ISR","UNEMP","TOT","PC_LF","Q","2011-Q1",5.953878,
"ISR","UNEMP","TOT","PC_LF","Q","2011-Q2",5.463726,
"ISR","UNEMP","TOT","PC_LF","Q","2011-Q3",5.6,
"ISR","UNEMP","TOT","PC_LF","Q","2011-Q4",5.4,"B"
"ISR","UNEMP","TOT","PC_LF","Q","2012-Q1",6.968355,
"ISR","UNEMP","TOT","PC_LF","Q","2012-Q2",6.929322,
"ISR","UNEMP","TOT","PC_LF","Q","2012-Q3",6.749987,
"ISR","UNEMP","TOT","PC_LF","Q","2012-Q4",6.920903,
"ISR","UNEMP","TOT","PC_LF","Q","2013-Q1",6.7188,
"ISR","UNEMP","TOT","PC_LF","Q","2013-Q2",6.688832,
"ISR","UNEMP","TOT","PC_LF","Q","2013-Q3",5.901244,
"ISR","UNEMP","TOT","PC_LF","Q","2013-Q4",5.655882,
"ISR","UNEMP","TOT","PC_LF","Q","2014-Q1",5.857102,
"ISR","UNEMP","TOT","PC_LF","Q","2014-Q2",6.07661,
"ISR","UNEMP","TOT","PC_LF","Q","2014-Q3",6.120372,
"ISR","UNEMP","TOT","PC_LF","Q","2014-Q4",5.56961,
"ISR","UNEMP","TOT","PC_LF","Q","2015-Q1",5.444965,
"ISR","UNEMP","TOT","PC_LF","Q","2015-Q2",5.155772,
"ISR","UNEMP","TOT","PC_LF","Q","2015-Q3",5.281812,
"ISR","UNEMP","TOT","PC_LF","Q","2015-Q4",5.249856,
"ISR","UNEMP","TOT","PC_LF","Q","2016-Q1",5.192392,
"ISR","UNEMP","TOT","PC_LF","Q","2016-Q2",4.78538,
"ISR","UNEMP","TOT","PC_LF","Q","2016-Q3",4.785662,
"ISR","UNEMP","TOT","PC_LF","Q","2016-Q4",4.421455,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q1",4.350171,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q2",4.443319,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q3",4.078122,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q4",4.075407,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.705466,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q2",4.000926,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.123176,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q4",4.166326,
"ISR","UNEMP","TOT","PC_LF","Q","2019-Q1",4.014385,
"ISR","UNEMP","TOT","PC_LF","Q","2019-Q2",3.857291,
"ISR","UNEMP","TOT","PC_LF","Q","2019-Q3",3.694984,
"ISR","UNEMP","WOMEN","PC_LF","Q","1995-Q1",9.681787,
"ISR","UNEMP","WOMEN","PC_LF","Q","1995-Q2",8.220117,
"ISR","UNEMP","WOMEN","PC_LF","Q","1995-Q3",8.138072,
"ISR","UNEMP","WOMEN","PC_LF","Q","1995-Q4",8.000031,
"ISR","UNEMP","WOMEN","PC_LF","Q","1996-Q1",7.599096,
"ISR","UNEMP","WOMEN","PC_LF","Q","1996-Q2",7.25998,
"ISR","UNEMP","WOMEN","PC_LF","Q","1996-Q3",7.745634,
"ISR","UNEMP","WOMEN","PC_LF","Q","1996-Q4",8.257658,
"ISR","UNEMP","WOMEN","PC_LF","Q","1997-Q1",8.370271,
"ISR","UNEMP","WOMEN","PC_LF","Q","1997-Q2",8.908893,
"ISR","UNEMP","WOMEN","PC_LF","Q","1997-Q3",9.110852,
"ISR","UNEMP","WOMEN","PC_LF","Q","1997-Q4",9.209564,
"ISR","UNEMP","WOMEN","PC_LF","Q","1998-Q1",9.209564,
"ISR","UNEMP","WOMEN","PC_LF","Q","1998-Q2",9.855849,
"ISR","UNEMP","WOMEN","PC_LF","Q","1998-Q3",8.73179,
"ISR","UNEMP","WOMEN","PC_LF","Q","1998-Q4",8.64146,
"ISR","UNEMP","WOMEN","PC_LF","Q","1999-Q1",8.862203,
"ISR","UNEMP","WOMEN","PC_LF","Q","1999-Q2",9.835932,
"ISR","UNEMP","WOMEN","PC_LF","Q","1999-Q3",9.204418,
"ISR","UNEMP","WOMEN","PC_LF","Q","1999-Q4",9.428948,
"ISR","UNEMP","WOMEN","PC_LF","Q","2000-Q1",9.137075,
"ISR","UNEMP","WOMEN","PC_LF","Q","2000-Q2",9.013369,
"ISR","UNEMP","WOMEN","PC_LF","Q","2000-Q3",9.344483,
"ISR","UNEMP","WOMEN","PC_LF","Q","2000-Q4",9.502828,
"ISR","UNEMP","WOMEN","PC_LF","Q","2001-Q1",9.523993,
"ISR","UNEMP","WOMEN","PC_LF","Q","2001-Q2",9.562311,
"ISR","UNEMP","WOMEN","PC_LF","Q","2001-Q3",9.859358,
"ISR","UNEMP","WOMEN","PC_LF","Q","2001-Q4",10.5113,
"ISR","UNEMP","WOMEN","PC_LF","Q","2002-Q1",10.41352,
"ISR","UNEMP","WOMEN","PC_LF","Q","2002-Q2",10.53588,
"ISR","UNEMP","WOMEN","PC_LF","Q","2002-Q3",10.86078,
"ISR","UNEMP","WOMEN","PC_LF","Q","2002-Q4",10.30234,
"ISR","UNEMP","WOMEN","PC_LF","Q","2003-Q1",10.79944,
"ISR","UNEMP","WOMEN","PC_LF","Q","2003-Q2",10.91027,
"ISR","UNEMP","WOMEN","PC_LF","Q","2003-Q3",11.52266,
"ISR","UNEMP","WOMEN","PC_LF","Q","2003-Q4",11.78628,
"ISR","UNEMP","WOMEN","PC_LF","Q","2004-Q1",12.17489,
"ISR","UNEMP","WOMEN","PC_LF","Q","2004-Q2",11.31246,
"ISR","UNEMP","WOMEN","PC_LF","Q","2004-Q3",11.00176,
"ISR","UNEMP","WOMEN","PC_LF","Q","2004-Q4",10.50389,
"ISR","UNEMP","WOMEN","PC_LF","Q","2005-Q1",10.06209,
"ISR","UNEMP","WOMEN","PC_LF","Q","2005-Q2",9.870562,
"ISR","UNEMP","WOMEN","PC_LF","Q","2005-Q3",9.143369,
"ISR","UNEMP","WOMEN","PC_LF","Q","2005-Q4",9.496469,
"ISR","UNEMP","WOMEN","PC_LF","Q","2006-Q1",9.210663,
"ISR","UNEMP","WOMEN","PC_LF","Q","2006-Q2",9.261604,
"ISR","UNEMP","WOMEN","PC_LF","Q","2006-Q3",8.819551,
"ISR","UNEMP","WOMEN","PC_LF","Q","2006-Q4",8.628819,
"ISR","UNEMP","WOMEN","PC_LF","Q","2007-Q1",8.352059,
"ISR","UNEMP","WOMEN","PC_LF","Q","2007-Q2",8.25683,
"ISR","UNEMP","WOMEN","PC_LF","Q","2007-Q3",7.658835,
"ISR","UNEMP","WOMEN","PC_LF","Q","2007-Q4",7.206964,
"ISR","UNEMP","WOMEN","PC_LF","Q","2008-Q1",6.674542,
"ISR","UNEMP","WOMEN","PC_LF","Q","2008-Q2",6.37338,
"ISR","UNEMP","WOMEN","PC_LF","Q","2008-Q3",6.444757,
"ISR","UNEMP","WOMEN","PC_LF","Q","2008-Q4",6.711328,
"ISR","UNEMP","WOMEN","PC_LF","Q","2009-Q1",7.885586,
"ISR","UNEMP","WOMEN","PC_LF","Q","2009-Q2",8.011743,
"ISR","UNEMP","WOMEN","PC_LF","Q","2009-Q3",7.579809,
"ISR","UNEMP","WOMEN","PC_LF","Q","2009-Q4",6.873067,
"ISR","UNEMP","WOMEN","PC_LF","Q","2010-Q1",6.621851,
"ISR","UNEMP","WOMEN","PC_LF","Q","2010-Q2",6.370586,
"ISR","UNEMP","WOMEN","PC_LF","Q","2010-Q3",6.505607,
"ISR","UNEMP","WOMEN","PC_LF","Q","2010-Q4",6.309573,
"ISR","UNEMP","WOMEN","PC_LF","Q","2011-Q1",5.667084,
"ISR","UNEMP","WOMEN","PC_LF","Q","2011-Q2",5.387681,
"ISR","UNEMP","WOMEN","PC_LF","Q","2011-Q3",5.7,
"ISR","UNEMP","WOMEN","PC_LF","Q","2011-Q4",5.7,"B"
"ISR","UNEMP","WOMEN","PC_LF","Q","2012-Q1",7.378583,
"ISR","UNEMP","WOMEN","PC_LF","Q","2012-Q2",7.11158,
"ISR","UNEMP","WOMEN","PC_LF","Q","2012-Q3",6.718852,
"ISR","UNEMP","WOMEN","PC_LF","Q","2012-Q4",6.812925,
"ISR","UNEMP","WOMEN","PC_LF","Q","2013-Q1",6.825773,
"ISR","UNEMP","WOMEN","PC_LF","Q","2013-Q2",6.641492,
"ISR","UNEMP","WOMEN","PC_LF","Q","2013-Q3",5.897354,
"ISR","UNEMP","WOMEN","PC_LF","Q","2013-Q4",5.65323,
"ISR","UNEMP","WOMEN","PC_LF","Q","2014-Q1",5.866286,
"ISR","UNEMP","WOMEN","PC_LF","Q","2014-Q2",6.186252,
"ISR","UNEMP","WOMEN","PC_LF","Q","2014-Q3",6.103023,
"ISR","UNEMP","WOMEN","PC_LF","Q","2014-Q4",5.578391,
"ISR","UNEMP","WOMEN","PC_LF","Q","2015-Q1",5.509522,
"ISR","UNEMP","WOMEN","PC_LF","Q","2015-Q2",5.180796,
"ISR","UNEMP","WOMEN","PC_LF","Q","2015-Q3",5.447131,
"ISR","UNEMP","WOMEN","PC_LF","Q","2015-Q4",5.583726,
"ISR","UNEMP","WOMEN","PC_LF","Q","2016-Q1",5.423477,
"ISR","UNEMP","WOMEN","PC_LF","Q","2016-Q2",4.934886,
"ISR","UNEMP","WOMEN","PC_LF","Q","2016-Q3",4.97213,
"ISR","UNEMP","WOMEN","PC_LF","Q","2016-Q4",4.524111,
"ISR","UNEMP","WOMEN","PC_LF","Q","2017-Q1",4.457528,
"ISR","UNEMP","WOMEN","PC_LF","Q","2017-Q2",4.527332,
"ISR","UNEMP","WOMEN","PC_LF","Q","2017-Q3",4.178037,
"ISR","UNEMP","WOMEN","PC_LF","Q","2017-Q4",4.148168,
"ISR","UNEMP","WOMEN","PC_LF","Q","2018-Q1",3.617017,
"ISR","UNEMP","WOMEN","PC_LF","Q","2018-Q2",3.933866,
"ISR","UNEMP","WOMEN","PC_LF","Q","2018-Q3",4.081258,
"ISR","UNEMP","WOMEN","PC_LF","Q","2018-Q4",4.207159,
"ISR","UNEMP","WOMEN","PC_LF","Q","2019-Q1",4.189027,
"ISR","UNEMP","WOMEN","PC_LF","Q","2019-Q2",3.999349,
"ISR","UNEMP","WOMEN","PC_LF","Q","2019-Q3",3.997746,
"RUS","UNEMP","MEN","PC_LF","Q","1999-Q1",13.69835,
"RUS","UNEMP","MEN","PC_LF","Q","1999-Q2",13.73482,
"RUS","UNEMP","MEN","PC_LF","Q","1999-Q3",12.88054,
"RUS","UNEMP","MEN","PC_LF","Q","1999-Q4",12.36183,
"RUS","UNEMP","MEN","PC_LF","Q","2000-Q1",11.57372,
"RUS","UNEMP","MEN","PC_LF","Q","2000-Q2",10.36923,
"RUS","UNEMP","MEN","PC_LF","Q","2000-Q3",10.85517,
"RUS","UNEMP","MEN","PC_LF","Q","2000-Q4",9.842186,
"RUS","UNEMP","MEN","PC_LF","Q","2001-Q1",9.6971,
"RUS","UNEMP","MEN","PC_LF","Q","2001-Q2",9.31063,
"RUS","UNEMP","MEN","PC_LF","Q","2001-Q3",9.32662,
"RUS","UNEMP","MEN","PC_LF","Q","2001-Q4",9.006375,
"RUS","UNEMP","MEN","PC_LF","Q","2002-Q1",7.852663,
"RUS","UNEMP","MEN","PC_LF","Q","2002-Q2",8.174748,
"RUS","UNEMP","MEN","PC_LF","Q","2002-Q3",7.768283,
"RUS","UNEMP","MEN","PC_LF","Q","2002-Q4",8.760768,
"RUS","UNEMP","MEN","PC_LF","Q","2003-Q1",8.729907,
"RUS","UNEMP","MEN","PC_LF","Q","2003-Q2",8.663942,
"RUS","UNEMP","MEN","PC_LF","Q","2003-Q3",8.375227,
"RUS","UNEMP","MEN","PC_LF","Q","2003-Q4",8.026662,
"RUS","UNEMP","MEN","PC_LF","Q","2004-Q1",8.55186,
"RUS","UNEMP","MEN","PC_LF","Q","2004-Q2",7.914707,
"RUS","UNEMP","MEN","PC_LF","Q","2004-Q3",7.745014,
"RUS","UNEMP","MEN","PC_LF","Q","2004-Q4",7.818655,
"RUS","UNEMP","MEN","PC_LF","Q","2005-Q1",7.245595,
"RUS","UNEMP","MEN","PC_LF","Q","2005-Q2",7.248632,
"RUS","UNEMP","MEN","PC_LF","Q","2005-Q3",7.264064,
"RUS","UNEMP","MEN","PC_LF","Q","2005-Q4",7.482987,
"RUS","UNEMP","MEN","PC_LF","Q","2006-Q1",7.361163,
"RUS","UNEMP","MEN","PC_LF","Q","2006-Q2",8.213483,
"RUS","UNEMP","MEN","PC_LF","Q","2006-Q3",7.347616,
"RUS","UNEMP","MEN","PC_LF","Q","2006-Q4",7.069721,
"RUS","UNEMP","MEN","PC_LF","Q","2007-Q1",7.168203,
"RUS","UNEMP","MEN","PC_LF","Q","2007-Q2",6.151095,
"RUS","UNEMP","MEN","PC_LF","Q","2007-Q3",6.338087,
"RUS","UNEMP","MEN","PC_LF","Q","2007-Q4",6.091558,
"RUS","UNEMP","MEN","PC_LF","Q","2008-Q1",6.493172,
"RUS","UNEMP","MEN","PC_LF","Q","2008-Q2",5.671291,
"RUS","UNEMP","MEN","PC_LF","Q","2008-Q3",6.49458,
"RUS","UNEMP","MEN","PC_LF","Q","2008-Q4",7.616606,
"RUS","UNEMP","MEN","PC_LF","Q","2009-Q1",9.111009,
"RUS","UNEMP","MEN","PC_LF","Q","2009-Q2",9.381655,
"RUS","UNEMP","MEN","PC_LF","Q","2009-Q3",8.961944,
"RUS","UNEMP","MEN","PC_LF","Q","2009-Q4",8.655183,
"RUS","UNEMP","MEN","PC_LF","Q","2010-Q1",8.579184,
"RUS","UNEMP","MEN","PC_LF","Q","2010-Q2",8.144953,
"RUS","UNEMP","MEN","PC_LF","Q","2010-Q3",7.780576,
"RUS","UNEMP","MEN","PC_LF","Q","2010-Q4",7.376926,
"RUS","UNEMP","MEN","PC_LF","Q","2011-Q1",7.313873,
"RUS","UNEMP","MEN","PC_LF","Q","2011-Q2",6.961833,
"RUS","UNEMP","MEN","PC_LF","Q","2011-Q3",6.924914,
"RUS","UNEMP","MEN","PC_LF","Q","2011-Q4",6.530838,
"RUS","UNEMP","MEN","PC_LF","Q","2012-Q1",6.198611,
"RUS","UNEMP","MEN","PC_LF","Q","2012-Q2",5.765316,
"RUS","UNEMP","MEN","PC_LF","Q","2012-Q3",5.724616,
"RUS","UNEMP","MEN","PC_LF","Q","2012-Q4",5.555879,
"RUS","UNEMP","MEN","PC_LF","Q","2013-Q1",5.62905,
"RUS","UNEMP","MEN","PC_LF","Q","2013-Q2",5.799927,
"RUS","UNEMP","MEN","PC_LF","Q","2013-Q3",6.020795,
