Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 — 4,Female 5 — 11,Female 12 — 17,Female 5 — 17,Female 18 — 59,Female 60,f_other,Female total,Male 0 — 4,Male 5 — 11,Male 12 — 17,Male 5 — 17,Male 18 — 59,Male 60,Male total,m_other,Total
2014,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,,0,0,,13,0,0,0,,0,0,28,,41
2014,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,,0,0,,0,0,5,0,,37,0,42,,42
2014,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2014,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,6,,9,0,,20,0,8,5,,40,0,53,,73
2014,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,7,8,5,,24,0,,44,15,12,9,,483,0,519,,563
2014,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,,0,0,,0,0,0,0,,6,0,6,,6
2014,Syrian Arab Rep.,SYR,Libya,LBY,1164,1828,939,,4232,182,,8345,1169,2134,1183,,5609,213,10308,,18653
2014,Syrian Arab Rep.,SYR,Lebanon,LBN,104541,125268,72774,,287527,18318,,608428,107463,131007,72972,,216304,13729,541475,,1149903
2014,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,0,,5,0,,5,0,0,0,,5,0,5,,10
2014,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,,5,0,,5,0,0,0,,5,0,5,,10
2014,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,,0,0,,46,0,0,0,,0,0,73,,119
2014,Syrian Arab Rep.,SYR,Latvia,LVA,5,0,0,,5,0,,10,0,0,0,,59,0,59,,69
2014,Syrian Arab Rep.,SYR,Mauritania,MRT,5,0,0,,25,5,,35,13,5,0,,37,5,60,,95
2014,Syrian Arab Rep.,SYR,North Macedonia,MKD,9,12,10,,43,0,,74,5,11,19,,550,5,590,,664
2014,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,5,6,5,,31,5,,52,0,10,5,,136,5,156,,208
2014,Syrian Arab Rep.,SYR,Mali,MLI,0,0,0,,0,0,,0,0,0,10,,6,0,16,,16
2014,Syrian Arab Rep.,SYR,Malaysia,MYS,30,35,38,,202,9,,314,51,72,50,,479,11,663,,977
2014,Syrian Arab Rep.,SYR,Mongolia,MNG,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2014,Syrian Arab Rep.,SYR,Morocco,MAR,46,56,34,,125,10,,271,41,57,44,,228,6,376,,647
2014,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,,8,0,,8,0,0,0,,28,0,28,,36
2014,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,,6,0,,6,0,0,0,,0,0,0,,6
2014,Syrian Arab Rep.,SYR,Nigeria,NGA,0,0,0,,5,0,,5,0,0,0,,23,0,23,,28
2014,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2014,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,5,,5,0,,10,0,0,0,,6,0,6,,16
2014,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,,7,0,,7,0,0,0,,10,0,10,,17
2014,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,,5,0,,5,0,0,0,,15,0,15,,20
2014,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,0,,8,0,,8,0,0,0,,46,0,46,,54
2014,Syrian Arab Rep.,SYR,Qatar,QAT,5,0,0,,9,0,,14,0,0,0,,0,0,0,,14
2014,Syrian Arab Rep.,SYR,Romania,ROU,51,66,39,,248,16,,441,79,70,58,,634,17,951,,1392
2014,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,0,,0,0,,9,0,0,0,,0,0,19,,28
2014,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,5,,8,0,,13,0,0,0,,17,0,17,,30
2014,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,11,0,,11,5,5,17,,206,0,233,,244
2014,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,,5,0,,5,5,6,0,,5,0,16,,21
2014,Syrian Arab Rep.,SYR,Somalia,SOM,5,7,5,,13,0,,30,7,6,5,,15,0,33,,63
2014,Syrian Arab Rep.,SYR,Sudan,SDN,70,95,54,,236,10,,465,69,102,56,,327,16,570,,1035
2014,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,5,,10,0,,15,0,0,0,,15,0,15,,30
2014,Syrian Arab Rep.,SYR,Switzerland,CHE,431,540,316,,1630,154,,3657,478,601,425,,2321,117,4813,,8470
2014,Syrian Arab Rep.,SYR,Thailand,THA,12,8,0,,51,5,,76,11,5,5,,153,0,174,,250
2014,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2014,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,,0,0,,0,0,0,0,,20,0,20,,20
2014,Syrian Arab Rep.,SYR,Tunisia,TUN,32,51,32,,128,6,,249,30,74,29,,176,0,309,,558
2014,Syrian Arab Rep.,SYR,Turkey,TUR,22358,23154,16200,,50770,4062,,116544,24347,24498,16949,,50416,3989,120199,,236743
2014,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,5,,13,0,,18,0,0,5,,17,0,22,,40
2014,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,,0,0,,0,0,0,0,,13,0,13,,13
2014,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,149,0,0,0,,0,0,445,,594
2014,Syrian Arab Rep.,SYR,Uruguay,URY,5,6,5,,8,0,,24,0,8,11,,16,0,35,,59
2014,Syrian Arab Rep.,SYR,Yemen,YEM,245,342,193,,738,33,,1551,250,327,217,,919,51,1764,,3315
2014,Syrian Arab Rep.,SYR,Zambia,ZMB,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2015,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2015,Syrian Arab Rep.,SYR,Algeria,DZA,402,405,232,,1087,35,,2161,446,444,331,,2781,48,4050,,6211
2015,Syrian Arab Rep.,SYR,Antigua and Barbuda,ATG,0,0,0,,0,0,,0,0,0,0,,15,0,15,,15
2015,Syrian Arab Rep.,SYR,Egypt,EGY,6620,11129,6891,,30493,2533,,57666,7016,11794,7362,,31173,2623,59968,,117634
2015,Syrian Arab Rep.,SYR,Argentina,ARG,5,13,18,,101,12,,149,11,26,23,,150,15,225,,374
2015,Syrian Arab Rep.,SYR,Armenia,ARM,18,38,29,,167,33,,8285,21,36,38,,204,39,8338,,16623
2015,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,0,0,,0,0,,0,0,0,0,,8,0,8,,8
2015,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,1615,0,0,0,,0,0,2624,,4239
2015,Syrian Arab Rep.,SYR,Belarus,BLR,5,5,0,,16,0,,26,5,6,0,,106,0,117,,143
2015,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2015,Syrian Arab Rep.,SYR,Brazil,BRA,0,236,64,,708,53,,1061,0,281,120,,1903,60,2364,,3425
2015,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,0,,14,0,,14,0,0,0,,5,0,5,,19
2015,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,,0,0,,660,0,0,0,,0,0,1023,,1683
2015,Syrian Arab Rep.,SYR,Canada,CAN,7,9,9,,60,27,,112,9,11,10,,65,20,115,,227
2015,Syrian Arab Rep.,SYR,Central African Rep.,CAF,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2015,Syrian Arab Rep.,SYR,Chad,TCD,0,0,0,,5,0,,5,0,5,0,,18,0,23,,28
2015,Syrian Arab Rep.,SYR,China,CHN,6,0,0,,10,0,,16,0,0,0,,22,0,22,,38
2015,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,0,,10,0,,10,0,0,0,,15,0,15,,25
2015,Syrian Arab Rep.,SYR,Congo,COG,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2015,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,0,0,0,,7,0,,7,0,0,0,,0,0,0,,7
2015,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,,0,0,,0,0,0,0,,7,0,7,,7
2015,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,5,,7,0,,12,0,5,0,,24,0,29,,41
2015,Syrian Arab Rep.,SYR,Djibouti,DJI,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2015,Syrian Arab Rep.,SYR,Ecuador,ECU,0,5,5,,0,0,,10,0,0,17,,18,0,35,,45
2015,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,,0,0,,0,0,0,0,,6,0,6,,6
2015,Syrian Arab Rep.,SYR,Ethiopia,ETH,0,0,0,,9,0,,9,0,0,0,,15,0,15,,24
2015,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,2110,0,0,0,,0,0,3069,,5179
2015,Syrian Arab Rep.,SYR,Georgia,GEO,9,37,14,,125,25,,210,17,33,25,,172,28,275,,485
2015,Syrian Arab Rep.,SYR,Germany,DEU,8443,10500,5992,,37567,2274,,64776,9165,12518,11742,,126406,2272,162103,,226879
2015,Syrian Arab Rep.,SYR,Ghana,GHA,5,0,10,,10,0,,25,0,5,16,,49,0,70,,95
2015,Syrian Arab Rep.,SYR,Croatia,HRV,0,0,0,,5,0,,5,0,0,0,,23,0,23,,28
2015,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,,0,0,,0,0,0,0,,0,0,49,,49
2015,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,5,,5,0,,10,0,5,0,,15,0,20,,30
2015,Syrian Arab Rep.,SYR,India,IND,0,0,0,,15,0,,15,0,5,0,,41,0,46,,61
2015,Syrian Arab Rep.,SYR,Indonesia,IDN,10,12,0,,14,0,,36,5,7,5,,40,0,57,,93
2015,Syrian Arab Rep.,SYR,Ireland,IRL,0,5,10,,28,6,,49,0,5,0,,96,10,111,,160
2015,Syrian Arab Rep.,SYR,Iraq,IRQ,17982,18944,11297,,55618,3043,,106884,18566,19936,13995,,82590,2675,137762,,244646
2015,Syrian Arab Rep.,SYR,Jamaica,JAM,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2015,Syrian Arab Rep.,SYR,Jordan,JOR,47134,67643,41629,,149579,13453,,319438,49724,71487,43927,,133962,9685,308785,,628223
2015,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,,5,0,,5,0,0,0,,34,0,34,,39
2015,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,,19,0,,19,0,0,0,,0,0,0,,19
2015,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,5,,11,0,,16,5,9,0,,37,0,51,,67
2015,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,44,31,12,,105,0,,192,42,26,38,,660,0,766,,958
2015,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,5,,5,0,,10,0,0,0,,9,0,9,,19
2015,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2015,Syrian Arab Rep.,SYR,Libya,LBY,828,1967,1006,,4473,199,,8473,853,2135,1129,,5855,243,10215,,18688
2015,Syrian Arab Rep.,SYR,Lebanon,LBN,95617,116876,65966,,257385,15396,,551240,99891,123140,68068,,210521,12087,513707,,1064947
2015,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,6,,5,0,,11,0,0,0,,5,0,5,,16
2015,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,,0,0,,0,0,0,0,,17,0,17,,17
2015,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,,0,0,,277,0,0,0,,0,0,491,,768
2015,Syrian Arab Rep.,SYR,Mauritania,MRT,17,27,26,,76,5,,151,11,23,22,,110,5,171,,322
2015,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,,0,0,,0,0,0,0,,11,0,16,,16
2015,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,9,8,5,,31,0,,53,5,10,5,,138,5,163,,216
2015,Syrian Arab Rep.,SYR,Mali,MLI,8,9,0,,22,0,,39,7,15,5,,26,0,53,,92
2015,Syrian Arab Rep.,SYR,Malaysia,MYS,42,69,47,,275,21,,454,62,98,73,,592,23,848,,1302
2015,Syrian Arab Rep.,SYR,Morocco,MAR,242,260,154,,553,32,,1241,230,276,192,,648,32,1378,,2619
2015,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,,6,0,,6,0,0,0,,0,0,0,,6
2015,Syrian Arab Rep.,SYR,Nigeria,NGA,0,0,0,,10,0,,10,0,0,0,,63,0,63,,73
2015,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2015,Syrian Arab Rep.,SYR,Pakistan,PAK,0,5,0,,10,0,,15,0,0,0,,11,0,11,,26
2015,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,,10,0,,10,0,0,0,,47,0,47,,57
2015,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,0,,0,0,,0,0,0,0,,40,5,75,,75
2015,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,5,,9,0,,14,0,0,0,,0,0,0,,14
2015,Syrian Arab Rep.,SYR,Romania,ROU,74,85,54,,314,24,,571,103,89,76,,749,23,1116,,1687
2015,Syrian Arab Rep.,SYR,El Salvador,SLV,0,0,5,,0,0,,5,0,0,0,,0,0,0,,5
2015,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,,9,0,,9,0,0,0,,0,0,0,,9
2015,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2015,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,,5,0,,5,5,6,0,,5,0,16,,21
2015,Syrian Arab Rep.,SYR,Somalia,SOM,5,11,7,,23,0,,46,14,12,5,,48,0,79,,125
2015,Syrian Arab Rep.,SYR,Sudan,SDN,215,310,158,,726,33,,1442,212,359,198,,967,41,1777,,3219
2015,Syrian Arab Rep.,SYR,Slovenia,SVN,0,5,0,,6,0,,11,0,0,0,,29,0,29,,40
2015,Syrian Arab Rep.,SYR,Switzerland,CHE,294,394,289,,1386,178,,2792,317,443,366,,2478,115,3843,,6635
2015,Syrian Arab Rep.,SYR,Thailand,THA,15,14,5,,61,0,,95,9,14,5,,217,0,245,,340
2015,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2015,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,,5,0,,5,0,0,0,,42,0,42,,47
2015,Syrian Arab Rep.,SYR,Tunisia,TUN,30,39,22,,110,10,,211,21,51,24,,192,0,288,,499
2015,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,16,6,,43,5,,70,0,12,17,,46,0,75,,145
2015,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,,0,0,,0,0,0,0,,17,0,17,,17
2015,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,59,0,0,0,,0,0,340,,399
2015,Syrian Arab Rep.,SYR,Uruguay,URY,5,8,6,,9,0,,28,5,9,6,,20,0,40,,68
2015,Syrian Arab Rep.,SYR,Yemen,YEM,208,352,225,,859,46,,1690,223,372,232,,1046,63,1936,,3626
2015,Syrian Arab Rep.,SYR,Zambia,ZMB,0,0,0,,10,0,,10,0,0,0,,6,0,6,,16
2015,Syrian Arab Rep.,SYR,Zimbabwe,ZWE,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2015,Syrian Arab Rep.,SYR,Curacao ,CUW,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2015,Syrian Arab Rep.,SYR,Sint Maarten (Dutch part),SXM,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2016,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2016,Syrian Arab Rep.,SYR,Algeria,DZA,327,383,254,,1006,33,,2003,338,443,260,,2239,46,3326,,5329
2016,Syrian Arab Rep.,SYR,Antigua and Barbuda,ATG,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2016,Syrian Arab Rep.,SYR,Egypt,EGY,6519,11168,6913,,29988,2565,,57153,6827,11723,7543,,30122,2645,58860,,116013
2016,Syrian Arab Rep.,SYR,Argentina,ARG,5,14,13,,173,13,,218,6,32,24,,293,18,373,,591
2016,Syrian Arab Rep.,SYR,Armenia,ARM,19,38,30,,173,38,,298,22,38,40,,210,38,348,,646
2016,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,5,0,,0,0,,5,0,0,0,,10,0,10,,15
2016,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,2926,0,0,0,,0,0,6154,,9080
2016,Syrian Arab Rep.,SYR,Benin,BEN,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2016,Syrian Arab Rep.,SYR,Belarus,BLR,0,5,0,,10,0,,15,5,5,0,,62,0,72,,87
2016,Syrian Arab Rep.,SYR,Brazil,BRA,5,148,53,,450,39,,904,6,166,81,,1601,42,2896,,3800
2016,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,0,,10,0,,10,0,0,0,,17,0,17,,27
2016,Syrian Arab Rep.,SYR,Canada,CAN,5,14,8,,129,33,,189,6,10,20,,199,40,275,,464
2016,Syrian Arab Rep.,SYR,Chad,TCD,0,0,0,,5,0,,5,0,5,0,,17,0,22,,27
2016,Syrian Arab Rep.,SYR,China,CHN,10,0,0,,10,0,,20,0,5,0,,30,0,35,,55
2016,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,0,,5,0,,5,0,0,0,,18,0,18,,23
2016,Syrian Arab Rep.,SYR,Congo,COG,0,0,0,,5,0,,5,0,0,0,,5,0,5,,10
2016,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,0,5,0,,0,0,,5,0,0,10,,18,0,28,,33
2016,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,,0,0,,0,0,0,0,,13,0,13,,13
2016,Syrian Arab Rep.,SYR,Costa Rica,CRI,0,0,0,,0,0,,0,0,0,0,,0,0,13,,13
2016,Syrian Arab Rep.,SYR,Cuba,CUB,0,5,0,,13,0,,18,0,0,0,,26,0,26,,44
2016,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,,0,0,,235,0,0,0,,0,0,260,,495
2016,Syrian Arab Rep.,SYR,Djibouti,DJI,0,0,0,,0,0,,0,0,0,0,,13,0,13,,13
2016,Syrian Arab Rep.,SYR,Dominican Rep.,DOM,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2016,Syrian Arab Rep.,SYR,Ethiopia,ETH,0,0,0,,15,0,,15,0,5,0,,37,0,42,,57
2016,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,3881,0,0,0,,0,0,5110,,8991
2016,Syrian Arab Rep.,SYR,Georgia,GEO,10,33,13,,106,19,,181,14,32,21,,166,23,256,,437
2016,Syrian Arab Rep.,SYR,Germany,DEU,22266,26002,14631,,87322,3960,,154181,23844,31064,30880,,231366,4314,321468,,475649
2016,Syrian Arab Rep.,SYR,Ghana,GHA,19,5,0,,32,0,,56,10,11,5,,48,0,74,,130
2016,Syrian Arab Rep.,SYR,Guinea-Bissau,GNB,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2016,Syrian Arab Rep.,SYR,Croatia,HRV,11,7,0,,32,0,,50,10,10,5,,117,0,142,,192
2016,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,,5,0,,5,0,0,5,,9,0,14,,19
2016,Syrian Arab Rep.,SYR,India,IND,6,0,0,,21,0,,27,5,5,0,,63,0,73,,100
2016,Syrian Arab Rep.,SYR,Indonesia,IDN,5,7,0,,14,0,,26,0,0,5,,37,0,42,,68
2016,Syrian Arab Rep.,SYR,Ireland,IRL,20,22,23,,85,9,,159,19,16,13,,164,8,220,,379
2016,Syrian Arab Rep.,SYR,Iraq,IRQ,18780,18733,10673,,54936,3039,,106161,19559,0,12358,,70553,2575,124772,,230933
2016,Syrian Arab Rep.,SYR,Jamaica,JAM,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2016,Syrian Arab Rep.,SYR,Jordan,JOR,48161,69590,43099,,154167,14264,,329281,50969,73578,45226,,139704,10078,319555,,648836
2016,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,,5,0,,5,0,0,5,,31,0,36,,41
2016,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2016,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,0,,12,0,,17,0,7,8,,38,0,53,,70
2016,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,59,41,21,,133,5,,259,52,34,35,,739,0,860,,1119
2016,Syrian Arab Rep.,SYR,Kuwait,KWT,0,5,5,,18,0,,28,5,5,11,,11,0,32,,60
2016,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2016,Syrian Arab Rep.,SYR,Libya,LBY,553,2206,1174,,4705,243,,8881,563,2337,1283,,6146,298,10627,,19508
2016,Syrian Arab Rep.,SYR,Lebanon,LBN,86798,117891,66081,,242174,14946,,527890,90937,123504,68656,,184891,11871,479859,,1007749
2016,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,0,,13,0,,13,0,0,0,,0,0,0,,13
2016,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,,0,0,,397,0,0,0,,0,0,623,,1020
2016,Syrian Arab Rep.,SYR,Mauritania,MRT,25,48,39,,127,8,,247,32,40,42,,162,14,290,,537
2016,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,,0,0,,0,0,0,0,,18,0,18,,18
2016,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,8,11,5,,35,0,,59,5,10,5,,144,5,169,,228
2016,Syrian Arab Rep.,SYR,Mali,MLI,0,0,0,,5,0,,5,0,0,6,,5,0,11,,16
2016,Syrian Arab Rep.,SYR,Malaysia,MYS,71,86,49,,335,15,,556,78,99,68,,618,27,890,,1446
2016,Syrian Arab Rep.,SYR,Morocco,MAR,253,340,231,,686,45,,1555,248,331,228,,837,43,1687,,3242
2016,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2016,Syrian Arab Rep.,SYR,Mauritius,MUS,0,0,0,,0,0,,0,0,0,0,,0,0,5,,5
2016,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,,7,0,,7,0,0,0,,0,0,0,,7
2016,Syrian Arab Rep.,SYR,Nigeria,NGA,0,0,0,,18,0,,18,0,0,5,,112,0,117,,135
2016,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2016,Syrian Arab Rep.,SYR,Pakistan,PAK,0,5,0,,5,0,,10,0,0,0,,10,0,10,,20
2016,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,0,,7,0,,7,0,0,0,,77,7,84,,91
2016,Syrian Arab Rep.,SYR,Qatar,QAT,5,5,0,,16,0,,31,0,0,0,,6,0,6,,37
2016,Syrian Arab Rep.,SYR,Romania,ROU,86,96,68,,356,30,,643,105,114,76,,814,30,1153,,1796
2016,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,0,,0,0,,19,0,0,0,,0,0,25,,44
2016,Syrian Arab Rep.,SYR,El Salvador,SLV,0,0,5,,0,0,,5,0,0,0,,0,0,0,,5
2016,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,5,,6,0,,11,0,0,0,,18,0,18,,29
2016,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,54,49,30,,142,0,,275,49,56,75,,292,0,472,,747
2016,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,,5,0,,5,5,6,0,,5,0,16,,21
2016,Syrian Arab Rep.,SYR,Somalia,SOM,5,12,9,,24,0,,50,10,12,5,,63,5,95,,145
2016,Syrian Arab Rep.,SYR,Sudan,SDN,415,680,397,,1717,71,,3280,448,791,520,,2358,101,4218,,7498
2016,Syrian Arab Rep.,SYR,South Sudan,SSD,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2016,Syrian Arab Rep.,SYR,Slovenia,SVN,6,10,0,,48,0,,64,0,10,5,,80,0,95,,159
2016,Syrian Arab Rep.,SYR,Switzerland,CHE,577,755,443,,2370,216,,6485,654,795,616,,3399,153,8532,,15017
2016,Syrian Arab Rep.,SYR,Thailand,THA,10,12,6,,56,5,,89,6,18,6,,187,5,222,,311
2016,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,,5,0,,5,0,0,0,,10,0,10,,15
2016,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,,12,0,,12,0,0,0,,54,0,54,,66
2016,Syrian Arab Rep.,SYR,Tunisia,TUN,27,30,21,,122,11,,211,24,47,40,,177,5,293,,504
2016,Syrian Arab Rep.,SYR,Turkey,TUR,5,9,7,,83,0,,104,12,17,8,,37,0,74,,178
2016,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,5,47,63,,26,5,,146,6,42,61,,27,0,136,,282
2016,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,,0,0,,0,0,0,0,,19,0,19,,19
2016,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,72,0,0,0,,0,0,374,,446
2016,Syrian Arab Rep.,SYR,Uruguay,URY,0,8,5,,17,0,,30,0,7,8,,20,0,35,,65
2016,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,,12,0,,12,0,0,0,,11,0,11,,23
2016,Syrian Arab Rep.,SYR,Yemen,YEM,158,373,245,,924,56,,1756,192,379,258,,1086,80,1995,,3751
2016,Syrian Arab Rep.,SYR,Zambia,ZMB,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
